id;course_id;user_id;sale_value_brl;created_at
159;1;7328;180.0;2019-09-15
160;1;5925;208.0;2019-04-07
161;1;2864;190.0;2017-09-17
162;1;6867;220.0;2019-10-16
163;1;1693;276.0;2019-02-24
164;1;7373;228.0;2019-10-25
165;1;2448;196.0;2017-04-11
166;1;8064;240.0;2019-02-17
167;1;7615;392.0;2019-11-08
168;1;5961;321.0;2019-12-22
169;1;6995;163.8;2019-09-02
170;1;3382;200.0;2017-10-16
171;1;9796;324.0;2019-11-07
172;1;1984;249.6;2018-08-12
173;1;6696;200.0;2019-09-28
174;1;2767;259.2;2019-08-11
175;1;2128;372.0;2019-10-31
176;1;2957;210.0;2017-10-19
177;1;5265;244.8;2019-08-19
178;1;389;186.0;2018-09-21
179;1;7935;297.0;2019-12-25
180;1;629;190.8;2016-05-09
181;1;480;180.0;2018-03-08
182;1;7720;232.8;2019-12-28
183;1;5842;218.4;2019-12-03
184;1;5206;300.0;2018-10-11
185;1;6185;208.0;2019-07-24
186;1;5204;187.2;2019-10-21
187;1;161;192.0;2016-10-11
188;1;2891;333.2;2019-12-16
189;1;7097;194.0;2019-11-19
190;1;6175;188.0;2019-10-28
191;1;3824;210.0;2018-03-04
192;1;2734;183.6;2019-07-27
193;1;1562;167.4;2019-04-08
194;1;2326;198.0;2019-01-27
195;1;2647;240.0;2017-12-04
196;1;2699;220.0;2018-04-12
197;1;7612;202.0;2019-11-08
198;1;4808;300.0;2019-07-05
199;1;2075;218.0;2019-10-03
200;1;2921;220.0;2017-07-19
201;1;4514;247.2;2019-11-04
202;1;8788;230.4;2017-08-17
203;1;1292;357.0;2018-04-15
204;1;6132;162.0;2019-09-16
205;1;5611;202.0;2019-05-17
206;1;2214;188.0;2018-12-10
207;1;5353;184.0;2018-09-21
208;1;1540;208.0;2017-08-19
209;1;7787;309.0;2019-12-21
210;1;1402;200.0;2019-06-26
211;1;2410;240.0;2019-11-11
212;1;8365;288.0;2018-07-16
213;1;9960;174.6;2019-12-29
214;1;7079;223.2;2019-12-12
215;1;2384;192.0;2018-09-23
216;1;9832;162.0;2019-11-25
217;1;5696;256.8;2019-09-18
218;1;4565;180.0;2019-06-02
219;1;2949;315.0;2017-10-16
220;1;6522;198.0;2019-05-09
221;1;4872;180.0;2019-10-30
222;1;876;264.0;2019-01-19
223;1;813;315.0;2017-09-27
224;1;446;237.6;2016-12-02
225;1;5507;210.0;2019-05-28
226;1;9713;192.0;2019-06-13
227;1;9187;256.8;2019-06-08
228;1;7690;189.0;2019-12-29
229;1;9648;270.0;2019-12-28
230;1;2513;273.0;2017-09-12
231;1;7474;162.0;2019-10-10
232;1;7945;223.2;2020-01-01
233;1;6576;184.0;2019-05-21
234;1;102;318.0;2019-01-27
235;1;5338;327.0;2019-05-09
236;1;3843;178.2;2018-09-28
237;1;2455;392.0;2019-10-19
238;1;4763;312.0;2018-12-06
239;1;1373;367.2;2017-02-17
240;1;1730;184.0;2017-12-09
241;1;8076;279.0;2018-09-28
242;1;7019;220.8;2019-07-28
243;1;6040;167.4;2019-03-08
244;1;7949;184.0;2019-12-22
245;1;5319;300.0;2019-01-16
246;1;4910;327.0;2019-11-19
247;1;9727;294.0;2019-07-26
248;1;1992;220.0;2018-08-19
249;1;8624;279.0;2018-09-11
250;1;6056;240.0;2019-06-19
251;1;9139;364.0;2019-12-23
252;1;8002;196.0;2016-09-30
253;1;9843;206.0;2019-10-30
254;1;4456;200.0;2019-07-20
255;1;9781;196.2;2019-09-07
256;1;1695;171.0;2017-11-29
257;1;3629;230.4;2018-04-23
258;1;4608;180.0;2019-07-30
259;1;7736;188.0;2019-12-12
260;1;8253;288.0;2019-03-19
261;1;5766;189.0;2019-07-31
262;1;5296;171.0;2018-10-04
263;1;1439;232.8;2016-11-30
264;1;9958;343.4;2019-12-03
265;1;8691;200.0;2019-03-04
266;1;4187;216.0;2018-05-27
267;1;2933;186.0;2019-10-08
268;1;9379;172.8;2018-11-23
269;1;6904;316.2;2019-07-20
270;1;2221;202.0;2019-08-06
271;1;8589;190.0;2019-12-04
272;1;5062;184.0;2019-11-20
273;1;9846;309.0;2019-12-07
274;1;3724;273.0;2018-10-15
275;1;1228;270.0;2017-05-01
276;1;1871;261.6;2019-07-29
277;1;1528;261.6;2018-11-07
278;1;4159;210.0;2018-11-25
279;1;9195;198.0;2018-07-15
280;1;7428;186.0;2019-10-03
281;1;4016;321.0;2019-07-24
282;1;2458;330.0;2019-02-27
283;1;2999;249.6;2018-05-24
284;1;9375;206.0;2019-08-18
285;1;6853;237.6;2019-06-15
286;1;9015;218.4;2019-02-26
287;1;6905;220.0;2019-11-16
288;1;5634;353.6;2019-01-06
289;1;5454;180.0;2019-10-14
290;1;3573;254.4;2019-04-08
291;1;1025;174.6;2016-10-28
292;1;1254;184.0;2018-07-05
293;1;9503;259.2;2019-12-15
294;1;9498;204.0;2019-02-21
295;1;9353;318.0;2019-12-17
296;1;968;223.2;2016-07-24
297;1;6503;206.0;2019-12-09
298;1;2194;194.0;2018-03-24
299;1;495;188.0;2019-09-17
300;1;6149;182.0;2019-08-23
301;1;6778;202.0;2019-08-10
302;1;9827;190.0;2019-10-18
303;1;852;186.0;2019-11-11
304;1;8536;202.0;2019-11-08
305;1;3516;202.0;2019-03-15
306;1;3890;196.0;2018-03-08
307;1;4440;247.2;2018-07-30
308;1;751;216.0;2018-10-27
309;1;5564;216.0;2018-12-25
310;1;5689;270.0;2019-11-13
311;1;9679;291.0;2019-09-10
312;1;5409;372.0;2019-03-17
313;1;1236;270.0;2019-04-15
314;1;2312;256.8;2019-11-22
315;1;1034;196.0;2017-01-26
316;1;563;202.0;2019-01-19
317;1;8613;428.0;2017-05-31
318;1;2332;210.0;2017-09-08
319;1;2636;184.0;2017-07-01
320;1;8848;223.2;2018-09-25
321;1;1452;171.0;2019-01-13
322;1;7088;186.0;2019-09-25
323;1;1729;249.6;2017-09-13
324;1;1986;184.0;2019-01-15
325;1;185;372.0;2017-06-22
326;1;8185;326.4;2018-11-04
327;1;2101;240.0;2017-03-02
328;1;84;300.0;2019-06-17
329;1;4276;247.2;2019-08-17
330;1;5629;306.0;2019-07-21
331;1;1622;327.0;2016-11-16
332;1;7306;374.0;2019-10-27
333;1;5645;198.0;2019-04-08
334;1;3871;206.0;2018-12-06
335;1;3244;237.6;2019-02-02
336;1;1697;206.0;2019-09-07
337;1;2830;244.8;2019-05-20
338;1;4963;198.0;2019-04-12
339;1;6090;186.0;2019-01-16
340;1;7030;200.0;2019-09-01
341;1;2081;261.6;2018-06-13
342;1;9022;428.0;2019-08-18
343;1;1618;259.2;2019-12-03
344;1;9021;436.0;2019-09-22
345;1;4694;190.0;2018-10-07
346;1;2233;384.0;2019-05-14
347;1;2;324.0;2019-12-18
348;1;6223;214.0;2019-09-13
349;1;9530;232.8;2019-01-31
350;1;1743;180.0;2018-11-16
351;1;3779;196.0;2019-08-10
352;1;8760;194.0;2018-01-27
353;1;5911;208.0;2019-03-12
354;1;4986;218.4;2018-09-10
355;1;8605;214.0;2017-10-27
356;1;4131;190.0;2018-03-21
357;1;4844;186.0;2018-08-06
358;1;8152;244.8;2017-11-04
359;1;6275;192.0;2019-07-23
360;1;61;196.0;2017-05-03
361;1;5879;163.8;2019-01-10
362;1;4919;303.0;2018-07-08
363;1;1370;200.0;2017-09-06
364;1;8841;218.4;2017-10-06
365;1;2816;225.6;2019-05-09
366;1;1828;225.6;2018-07-16
367;1;430;306.0;2017-04-19
368;1;6302;364.0;2019-05-03
369;1;3956;276.0;2018-08-24
370;1;1151;333.2;2017-05-01
371;1;2938;400.0;2018-01-27
372;1;1248;194.0;2018-06-28
373;1;1593;254.4;2017-05-24
374;1;5599;216.0;2019-10-16
375;1;3410;225.6;2018-12-15
376;1;7946;306.0;2019-12-23
377;1;1088;252.0;2018-06-07
378;1;1725;242.4;2019-04-26
379;1;7432;360.4;2019-11-27
380;1;5082;312.0;2018-10-07
381;1;1972;165.6;2017-12-17
382;1;517;192.6;2017-06-18
383;1;8071;218.0;2018-07-12
384;1;9546;279.0;2019-05-11
385;1;2287;428.0;2018-11-18
386;1;4401;300.0;2019-09-26
387;1;5119;212.0;2018-10-10
388;1;2234;315.0;2017-12-20
389;1;2638;204.0;2017-07-07
390;1;9426;327.0;2019-11-20
391;1;6866;196.2;2019-06-15
392;1;6332;256.8;2019-03-13
393;1;8272;288.0;2018-09-20
394;1;476;288.0;2016-06-29
395;1;2975;216.0;2018-01-01
396;1;5180;212.0;2019-07-15
397;1;5922;192.6;2019-10-13
398;1;4984;198.0;2019-06-05
399;1;7490;318.0;2019-10-11
400;1;8535;192.0;2017-01-25
401;1;7107;172.8;2019-08-18
402;1;7620;412.0;2019-11-10
403;1;2982;300.0;2018-08-27
404;1;714;440.0;2018-05-09
405;1;1138;259.2;2018-08-21
406;1;4531;384.0;2019-12-27
407;1;448;374.0;2017-02-03
408;1;3748;228.0;2019-12-26
409;1;9140;244.8;2018-09-18
410;1;491;198.0;2016-08-02
411;1;4641;188.0;2019-11-30
412;1;1787;309.0;2018-05-25
413;1;5088;165.6;2019-04-21
414;1;6733;186.0;2019-07-27
415;1;1261;190.0;2017-04-24
416;1;509;192.0;2016-06-14
417;1;1075;218.4;2016-09-09
418;1;199;167.4;2019-04-06
419;1;654;184.0;2018-07-22
420;1;6677;192.0;2019-11-23
421;1;1780;202.0;2018-07-01
422;1;7263;288.0;2019-12-19
423;1;2482;194.0;2018-06-06
424;1;8532;200.0;2018-03-25
425;1;7496;210.0;2019-10-21
426;1;6261;270.0;2019-12-09
427;1;7216;273.0;2019-10-10
428;1;7279;249.6;2019-12-28
429;1;5951;232.8;2019-01-15
430;1;3545;180.0;2019-07-28
431;1;3240;279.0;2018-02-12
432;1;3599;259.2;2019-11-25
433;1;647;235.2;2019-05-23
434;1;7175;330.0;2019-11-18
435;1;2849;294.0;2019-03-27
436;1;755;202.0;2016-09-18
437;1;7457;184.0;2019-12-09
438;1;849;400.0;2018-01-11
439;1;6495;208.0;2019-11-14
440;1;7655;367.2;2019-12-04
441;1;1827;182.0;2019-11-30
442;1;8268;276.0;2019-10-18
443;1;2252;252.0;2019-03-15
444;1;1252;297.0;2016-11-12
445;1;6100;237.6;2019-02-15
446;1;4655;192.6;2018-06-10
447;1;6695;202.0;2019-10-20
448;1;7058;190.0;2019-10-09
449;1;165;186.0;2019-12-24
450;1;7925;196.0;2019-12-20
451;1;4071;400.0;2018-07-19
452;1;1147;198.0;2019-02-23
453;1;8959;210.0;2018-06-28
454;1;6656;343.4;2019-05-29
455;1;3044;330.0;2018-10-16
456;1;4549;216.0;2019-09-16
457;1;7152;223.2;2019-09-10
458;1;5845;208.0;2019-04-29
459;1;4082;171.0;2018-01-23
460;1;3221;176.4;2018-12-22
461;1;4806;261.6;2018-07-08
462;1;4305;184.0;2019-11-19
463;1;6070;188.0;2019-03-03
464;1;2910;187.2;2018-10-03
465;1;7708;186.0;2019-11-28
466;1;9455;200.0;2019-07-15
467;1;7689;162.0;2019-11-14
468;1;8388;202.0;2018-02-15
469;1;2667;228.0;2019-01-27
470;1;6257;309.0;2019-05-02
471;1;7674;220.0;2019-12-27
472;1;840;216.0;2017-10-27
473;1;1125;273.0;2017-08-17
474;1;7112;196.2;2019-10-29
475;1;8212;330.0;2017-01-12
476;1;5504;204.0;2019-01-06
477;1;4099;180.0;2018-03-19
478;1;8611;396.0;2018-02-18
479;1;7387;261.6;2019-10-11
480;1;4043;309.4;2019-04-03
481;1;7704;235.2;2019-12-23
482;1;9236;270.0;2018-07-09
483;1;9897;206.0;2019-12-01
484;1;2607;216.0;2018-07-25
485;1;1262;261.6;2017-02-19
486;1;9332;185.4;2018-12-14
487;1;9999;218.0;2019-12-29
488;1;7045;194.4;2019-07-17
489;1;9398;220.0;2018-11-22
490;1;980;189.0;2018-10-25
491;1;7096;316.2;2019-12-23
492;1;1311;178.2;2019-11-05
493;1;5348;235.2;2018-12-21
494;1;730;324.0;2018-11-27
495;1;2269;273.0;2018-12-08
496;1;3746;186.0;2018-07-23
497;1;5293;264.0;2019-08-20
498;1;2621;285.0;2019-07-30
499;1;3563;218.0;2018-05-11
500;1;8639;196.2;2017-09-17
501;1;2435;182.0;2019-04-01
502;1;2390;192.6;2018-05-06
503;1;8926;330.0;2018-01-08
504;1;7209;220.0;2019-11-01
505;1;5240;216.0;2018-11-25
506;1;6232;380.0;2019-06-28
507;1;8307;187.2;2017-12-21
508;1;3023;190.0;2017-10-29
509;1;6353;180.0;2019-05-27
510;1;9371;196.2;2019-02-16
511;1;609;208.0;2019-09-06
512;1;1700;218.0;2019-09-21
513;1;7456;216.0;2019-11-27
514;1;9842;214.0;2019-11-06
515;1;6954;261.6;2019-08-15
516;1;3764;176.4;2019-09-21
517;1;605;165.6;2017-12-04
518;1;3257;360.4;2019-12-21
519;1;9013;297.0;2019-10-05
520;1;2488;303.0;2018-11-07
521;1;8422;178.2;2018-02-22
522;1;2660;220.8;2019-09-27
523;1;66;294.0;2018-09-06
524;1;5670;249.6;2019-08-06
525;1;3945;194.0;2019-12-01
526;1;5607;285.0;2019-11-21
527;1;6860;306.0;2019-09-15
528;1;1405;261.6;2019-08-31
529;1;5894;188.0;2019-11-19
530;1;7546;252.0;2019-12-08
531;1;2344;261.6;2019-04-09
532;1;3162;240.0;2018-12-27
533;1;6651;321.0;2019-10-13
534;1;6525;306.0;2019-07-23
535;1;2952;285.0;2018-11-26
536;1;8680;163.8;2018-08-23
537;1;8346;309.0;2018-01-06
538;1;9298;285.0;2019-02-02
539;1;9184;312.8;2018-08-24
540;1;595;282.0;2017-02-25
541;1;7100;200.0;2019-09-30
542;1;3022;235.2;2017-09-22
543;1;4966;315.0;2019-05-03
544;1;4055;186.0;2018-05-10
545;1;6669;252.0;2019-07-26
546;1;9947;249.6;2019-12-08
547;1;9511;198.0;2019-01-21
548;1;8047;256.8;2018-08-26
549;1;646;212.0;2019-09-22
550;1;4636;184.0;2019-10-24
551;1;5191;276.0;2018-12-10
552;1;2692;220.0;2019-12-02
553;1;6442;182.0;2019-10-30
554;1;4684;212.0;2019-02-19
555;1;6356;244.8;2019-03-29
556;1;4332;400.0;2019-04-10
557;1;5523;196.0;2019-02-02
558;1;6167;259.2;2019-02-16
559;1;6923;216.0;2019-11-23
560;1;3864;232.8;2019-02-21
561;1;1620;300.0;2016-12-22
562;1;4503;254.4;2018-09-18
563;1;9105;192.0;2018-10-06
564;1;1513;428.0;2019-10-25
565;1;2603;232.8;2018-04-28
566;1;9923;212.0;2019-12-07
567;1;1682;346.8;2019-07-04
568;1;2967;218.0;2019-10-06
569;1;2821;212.0;2018-04-02
570;1;4251;237.6;2018-12-05
571;1;3866;188.0;2018-02-04
572;1;7654;232.8;2019-12-12
573;1;8829;259.2;2019-09-01
574;1;2345;184.0;2017-11-02
575;1;9974;247.2;2019-12-20
576;1;9828;436.0;2019-10-29
577;1;6429;208.0;2019-04-02
578;1;7193;188.0;2019-10-21
579;1;915;235.2;2019-09-25
580;1;7069;247.2;2019-12-18
581;1;6221;192.0;2019-12-12
582;1;2416;237.6;2019-03-23
583;1;771;309.4;2019-09-11
584;1;8843;273.0;2018-11-20
585;1;2183;212.0;2019-01-01
586;1;9723;208.0;2019-12-01
587;1;660;196.2;2018-09-15
588;1;9851;388.0;2019-12-13
589;1;1114;346.8;2017-07-05
590;1;1710;309.0;2017-02-21
591;1;7431;198.0;2019-11-07
592;1;8939;315.0;2019-04-26
593;1;716;216.0;2016-09-26
594;1;2354;297.0;2017-11-21
595;1;2006;180.0;2017-12-05
596;1;4860;186.0;2018-12-22
597;1;656;237.6;2017-01-22
598;1;8486;235.2;2017-08-25
599;1;216;261.6;2019-03-09
600;1;3870;440.0;2018-03-07
601;1;3985;180.0;2018-01-15
602;1;5633;192.6;2019-09-23
603;1;9768;220.0;2019-10-24
604;1;3126;204.0;2017-10-10
605;1;6127;196.0;2019-05-10
606;1;703;182.0;2019-05-19
607;1;8143;276.0;2017-08-01
608;1;5841;218.0;2019-10-27
609;1;4529;270.0;2019-04-25
610;1;2089;200.0;2019-11-15
611;1;9744;323.0;2019-10-15
612;1;602;247.2;2019-11-05
613;1;5256;198.0;2019-08-27
614;1;5290;180.0;2019-07-08
615;1;5335;384.0;2019-09-22
616;1;8040;190.0;2019-07-16
617;1;1866;230.4;2018-07-12
618;1;7883;340.0;2019-12-22
619;1;3227;273.0;2019-10-26
620;1;2346;244.8;2018-02-19
621;1;7905;210.0;2019-12-20
622;1;3737;318.0;2018-11-05
623;1;9580;180.0;2019-11-01
624;1;3937;254.4;2019-11-11
625;1;6858;190.8;2019-08-18
626;1;244;202.0;2016-10-01
627;1;4699;218.0;2019-05-21
628;1;2198;270.0;2018-11-06
629;1;2395;319.6;2018-07-03
630;1;6061;188.0;2019-06-09
631;1;3290;210.0;2019-09-27
632;1;4033;182.0;2018-12-23
633;1;7333;254.4;2019-10-31
634;1;9384;235.2;2019-07-25
635;1;9219;249.6;2019-12-22
636;1;4780;185.4;2019-05-10
637;1;1928;254.4;2019-11-09
638;1;8368;210.0;2018-06-28
639;1;9561;190.0;2019-03-26
640;1;2932;228.0;2017-10-29
641;1;818;261.6;2018-03-09
642;1;5959;256.8;2019-03-23
643;1;8442;225.6;2019-03-29
644;1;9052;273.0;2018-11-12
645;1;3199;183.6;2018-01-15
646;1;1194;178.2;2017-11-06
647;1;8509;218.4;2017-12-29
648;1;2320;380.0;2018-10-31
649;1;2695;174.6;2018-01-22
650;1;7769;230.4;2019-12-09
651;1;6718;212.0;2019-06-14
652;1;5195;282.0;2018-12-13
653;1;1784;198.0;2019-11-13
654;1;8570;232.8;2018-04-07
655;1;1612;188.0;2018-08-29
656;1;7826;200.0;2019-12-05
657;1;580;256.8;2017-12-18
658;1;1785;306.0;2018-08-13
659;1;1209;228.0;2016-11-02
660;1;9080;220.8;2019-01-11
661;1;1374;186.0;2017-06-25
662;1;176;252.0;2018-06-19
663;1;4225;225.6;2019-07-09
664;1;274;192.0;2016-11-16
665;1;8280;309.0;2017-02-28
666;1;166;184.0;2019-08-26
667;1;2474;194.0;2019-03-20
668;1;1069;321.0;2017-03-02
669;1;6335;210.0;2019-09-30
670;1;1495;216.0;2016-12-12
671;2;8963;309.0;2018-04-05
672;2;4371;232.8;2019-02-27
673;2;5090;220.0;2019-11-09
674;2;1376;249.6;2018-09-26
675;2;4465;194.0;2018-12-09
676;2;8419;216.0;2018-07-30
677;2;9942;206.0;2019-12-09
678;2;9314;190.0;2019-07-18
679;2;5172;270.0;2018-12-02
680;2;200;360.0;2019-10-25
681;2;8845;218.0;2019-09-16
682;2;52;202.0;2017-02-05
683;2;5383;216.0;2018-11-26
684;2;3032;214.0;2018-01-06
685;2;2395;202.0;2018-12-02
686;2;2482;190.0;2018-08-11
687;2;2158;273.0;2017-07-13
688;2;5878;218.0;2019-03-13
689;2;3480;309.0;2019-05-02
690;2;1747;312.0;2018-10-16
691;2;3334;214.0;2019-05-23
692;2;8827;218.4;2018-01-10
693;2;6164;309.0;2019-05-02
694;2;298;363.8;2016-06-20
695;2;6386;315.0;2019-11-24
696;2;1325;214.0;2017-06-05
697;2;4370;309.0;2019-09-12
698;2;1174;202.0;2018-07-27
699;2;3238;210.0;2019-06-30
700;2;5478;256.8;2018-11-08
701;2;7917;194.0;2019-12-29
702;2;3404;261.6;2019-06-28
703;2;5324;218.0;2019-10-28
704;2;6697;237.6;2019-06-25
705;2;7382;273.0;2019-09-18
706;2;5115;192.0;2019-11-11
707;2;3929;218.0;2018-11-15
708;2;7779;300.0;2019-12-28
709;2;9241;196.0;2019-05-01
710;2;4583;259.2;2018-06-11
711;2;3167;181.8;2018-05-04
712;2;703;230.4;2017-01-15
713;2;9945;312.0;2019-12-03
714;2;3534;202.0;2018-06-25
715;2;6873;316.2;2019-10-20
716;2;2393;276.0;2017-03-29
717;2;681;198.0;2016-09-19
718;2;9329;256.8;2019-03-30
719;2;6054;218.4;2019-12-21
720;2;6844;216.0;2019-07-21
721;2;4808;294.0;2019-02-10
722;2;5250;273.0;2019-12-23
723;2;532;186.0;2019-05-07
724;2;6257;184.0;2019-12-20
725;2;6187;184.0;2019-05-26
726;2;8582;206.0;2019-08-25
727;2;7131;273.0;2019-11-14
728;2;8125;408.0;2018-07-06
729;2;60;244.8;2017-11-08
730;2;6454;204.0;2019-10-25
731;2;6680;357.0;2019-12-09
732;2;3367;297.0;2019-03-21
733;2;7504;194.0;2019-11-28
734;2;8504;232.8;2019-02-08
735;2;3930;259.2;2018-09-05
736;2;3278;200.0;2019-04-15
737;2;935;186.0;2019-06-21
738;2;3543;249.6;2018-07-24
739;2;7728;312.0;2019-12-11
740;2;9245;273.0;2018-06-29
741;2;646;237.6;2016-11-09
742;2;4688;196.0;2019-11-14
743;2;3476;330.0;2019-03-26
744;2;9896;204.0;2019-12-11
745;2;2054;184.0;2019-03-21
746;2;3705;208.0;2018-12-21
747;2;6501;240.0;2019-08-09
748;2;4803;261.6;2019-05-06
749;2;8937;194.0;2019-03-07
750;2;673;315.0;2016-08-06
751;2;2680;364.0;2018-01-12
752;2;2587;194.0;2019-07-05
753;2;583;220.8;2019-04-05
754;2;9450;218.0;2019-10-27
755;2;2321;360.0;2018-10-17
756;2;3902;182.0;2018-07-05
757;2;9751;232.8;2019-10-24
758;2;3127;190.0;2019-08-30
759;2;4275;244.8;2019-08-17
760;2;6622;264.0;2019-12-04
761;2;3904;282.0;2019-04-07
762;2;5711;202.0;2019-09-25
763;2;9948;210.0;2019-11-25
764;2;1324;176.4;2017-12-13
765;2;4489;237.6;2019-08-07
766;2;8659;330.0;2018-12-10
767;2;962;249.6;2017-02-23
768;2;63;276.0;2018-03-21
769;2;7466;182.0;2019-11-28
770;2;653;184.0;2019-07-22
771;2;219;220.8;2017-10-03
772;2;446;208.0;2018-11-02
773;2;3923;216.0;2019-02-20
774;2;9569;184.0;2019-07-06
775;2;2982;163.8;2017-08-01
776;2;9930;256.8;2019-12-31
777;2;1182;218.0;2019-03-29
778;2;3816;315.0;2019-04-24
779;2;4006;291.0;2018-11-23
